student_name,age,gender,region,internet_access_type,education_level,employment_status,device_type,weekly_study_hours,learning_goal,prior_courses_completed,course_name,course_category,difficulty_level,total_modules,total_quizzes,course_duration_weeks,enrollment_date,completion_status,login_date,session_duration_minutes,modules_accessed,videos_watched,total_posts,avg_session_duration,assessment_type,score_obtained,quiz_avg_score,assignment_avg_score,satisfaction_rating,engagement_score,performance_score,study_consistency,course_load_ratio,activity_rate
Dana Choi,23.0,Female,Region Xi,Limited,Graduate,Employed,Mobile,19.2,Academic Requirement,11.0,Business Analytics,IT,Advanced,7.0,-6.5,22.0,,Completed,2023-04-07,55.7,1.0,49.0,15.0,120.1,Quiz,45.66,96.01,79.66,4.0,21.666666666666668,87.83500000000001,2305.9199999999996,0.14285714285714285,55.7
John Brooks,45.0,Female,Car,Mobile,College,Unemployed,Mobile,1.1,Personal Interest,9.0,Data Science Fundamentals,Arts,Beginner,15.0,13.0,12.0,2023-04-09,Ongoing,2023-05-08,146.9,20.0,20.0,15.0,94.6,Assignment,58.32,70.81,87.12,2.0,18.333333333333332,78.965,104.06,1.0,2938.0
Anthony Davis,38.0,Male,Caraga,Broadband,Graduate,Student,Laptop,2.9,Skill Upgrade,5.0,Ui/Ux Design Principles,Business,Beginner,12.0,12.0,14.0,,Completed,2024-08-21,117.8,20.0,12.0,27.0,100.1,Quiz,39.62,58.64,93.46,3.0,19.666666666666668,76.05,290.28999999999996,1.0,2356.0
Jonathan Gilmore,47.0,Male,Region Xi,Broadband,High School,Student,Desktop,6.2,Skill Upgrade,5.0,Data Science Fundamentals,IT,Advanced,18.0,15.0,19.0,,Ongoing,2024-02-04,161.6,17.0,25.0,23.0,127.9,Quiz,37.19,133.78125000000003,50.87,5.0,21.666666666666668,92.32562500000002,792.98,0.9444444444444444,2747.2
Christopher Gonzalez,24.0,Male,Region Xi,Broadband,College,Student,Laptop,1.4,Career Change,6.0,Mobile App Development,Arts,Beginner,8.0,4.0,24.0,,Ongoing,2022-04-09,94.9,23.0,28.0,17.0,129.3,Final Exam,74.12,76.32,48.9,2.0,22.666666666666668,62.61,181.02,1.0,2182.7000000000003
Emily Sampson,55.0,Male,Region Ix,Mobile,Graduate,Student,Tablet,4.8,Academic Requirement,6.0,Machine Learning A-Z,Business,Beginner,6.0,9.0,19.0,2023-12-05,Completed,2022-08-15,123.7,3.0,4.0,3.0,119.5,Assignment,137.27875,91.19,55.22,4.0,3.3333333333333335,73.205,573.6,0.5,371.1
Daniel Kim,35.5,Male,Region I,Broadband,College,Employed,Laptop,18.0,Skill Upgrade,2.0,Ui/Ux Design Principles,IT,Beginner,17.0,17.0,16.0,2024-06-09,Dropped,2022-12-08,261.9125,4.0,37.0,18.0,40.8,Assignment,72.8,91.6,92.42,4.0,19.666666666666668,92.00999999999999,734.4,0.23529411764705882,1047.65
Taylor Collins,20.0,Female,Ncr,Broadband,College,Unemployed,Laptop,15.1,Skill Upgrade,10.0,Mobile App Development,IT,Intermediate,26.0,18.0,24.0,2023-12-05,Completed,2024-11-01,154.8,3.0,20.0,-8.0,47.9,Assignment,-6.691250000000011,61.09,36.16,3.0,5.0,48.625,723.29,0.11538461538461539,464.40000000000003
Daniel Santana,17.0,Female,Ncr,Limited,Graduate,Student,Mobile,16.0,Career Change,9.0,Cloud Computing Basics,Business,Beginner,26.0,13.0,5.0,,,2024-08-26,71.8,4.0,25.0,11.0,174.0,Final Exam,56.17,92.78,87.53,4.0,13.333333333333334,90.155,2784.0,0.15384615384615385,287.2
Dustin Romero,23.0,Female,Region Vii,Broadband,College,Student,Laptop,7.4,Career Change,3.0,Digital Marketing,Science,Intermediate,23.0,7.0,4.0,2022-10-04,Dropped,2024-09-16,142.8,23.0,46.0,3.0,112.1,Assignment,91.7,72.63,47.38,3.0,24.0,60.004999999999995,829.54,1.0,3284.4
Kevin Pratt,24.0,Other,Metro Manila,Broadband,Graduate,Employed,Tablet,11.4,Skill Upgrade,6.0,Mobile App Development,IT,Intermediate,26.0,7.0,24.0,,Completed,2023-10-23,139.3,19.0,42.0,21.0,153.0,Assignment,86.58,31.77,76.92,2.0,27.333333333333332,54.345,1744.2,0.7307692307692307,2646.7000000000003
Lori Avila,19.0,Female,Region Vii,Broadband,Graduate,Student,Laptop,16.5,Personal Interest,7.0,Cloud Computing Basics,Science,Intermediate,21.0,12.0,5.0,2024-04-03,Ongoing,2023-10-03,19.1,7.0,49.0,14.0,165.0,Quiz,55.74,81.69,80.74,4.0,23.333333333333332,81.215,2722.5,0.3333333333333333,133.70000000000002
Wesley Gates,27.0,Male,Region Xi,Mobile,College,Employed,Tablet,6.0,Skill Upgrade,0.0,Web Development Bootcamp,IT,Beginner,15.0,12.0,22.0,,Dropped,2024-12-12,261.9125,6.0,34.0,11.0,46.3,Assignment,50.55,73.28,69.29,1.0,17.0,71.285,277.79999999999995,0.4,1571.4750000000001
Patricia Mcintosh,55.0,Female,Ncr,Limited,College,Employed,Mobile,8.3,Skill Upgrade,0.0,Ui/Ux Design Principles,Arts,Advanced,19.0,12.0,10.0,,Completed,2024-05-07,21.1,25.0,43.0,3.0,150.9,Final Exam,84.26,95.78,40.76,3.0,23.666666666666668,68.27,1252.4700000000003,1.0,527.5
Laurie Moss,32.0,Female,Car,Mobile,College,Employed,Laptop,9.6,Skill Upgrade,0.0,Data Science Fundamentals,Arts,Beginner,25.0,5.0,-6.0,,Ongoing,2022-08-06,126.6,10.0,28.0,26.0,90.6,Quiz,82.27,89.46,74.38,3.0,21.333333333333332,81.91999999999999,869.7599999999999,0.4,1266.0
Rachael Dickerson,51.0,Male,Ncr,Limited,Graduate,Employed,Desktop,11.4,Skill Upgrade,11.0,Cloud Computing Basics,IT,Beginner,10.0,11.0,9.0,,Ongoing,2024-08-02,22.4,9.0,46.0,30.0,31.8,Quiz,137.27875,52.25,73.14,5.0,28.333333333333332,62.695,362.52000000000004,0.9,201.6
Ashley Bishop,36.0,Male,Ncr,Broadband,College,Student,Laptop,14.5,Skill Upgrade,11.0,Ui/Ux Design Principles,Arts,Intermediate,19.0,12.0,7.0,,Completed,2023-02-07,-72.1875,3.0,32.0,26.0,78.9,Quiz,68.61,99.91,84.26,2.0,20.333333333333332,92.08500000000001,1144.0500000000002,0.15789473684210525,-216.5625
Timothy Bates,34.0,Male,Region Iii,Mobile,College,Employed,Desktop,1.2,Academic Requirement,5.0,Web Development Bootcamp,Science,Beginner,10.0,7.0,19.0,,Ongoing,2023-04-20,94.9,7.0,50.0,15.0,94.9,Quiz,52.68,66.5,88.44,5.0,24.0,77.47,113.88000000000001,0.7,664.3000000000001
Wendy Johnson,39.0,Male,Region Iii,Broadband,College,Student,Desktop,8.7,Skill Upgrade,15.0,Mobile App Development,IT,Intermediate,9.0,10.0,24.0,2022-04-11,Dropped,2022-08-31,80.5,4.0,30.0,18.0,94.9,Quiz,38.95,39.43,92.36,2.0,17.333333333333332,65.895,825.63,0.4444444444444444,322.0
Morgan Morales,41.0,Female,Region I,Mobile,College,Employed,Laptop,16.6,Skill Upgrade,14.0,Digital Marketing,Arts,Beginner,12.0,7.0,9.0,2024-12-11,Ongoing,2023-12-03,261.9125,13.0,1.0,27.0,126.3,Final Exam,36.74,64.89500000000001,84.87,1.0,13.666666666666666,74.88250000000001,2096.58,1.0,3404.8625
Patricia Mcdowell,54.0,Male,Metro Manila,Broadband,College,Student,Desktop,10.9,Career Change,13.0,Digital Marketing,IT,Intermediate,16.0,6.0,12.0,,Completed,2023-08-04,102.4,1.0,25.0,16.0,11.2,Final Exam,86.3,37.46,70.98,5.0,14.0,54.22,122.08,0.0625,102.4
Christy Ward,41.0,Female,Region Vi,Limited,Graduate,Student,Laptop,11.6,Skill Upgrade,11.0,Machine Learning A-Z,IT,Beginner,26.0,10.0,9.0,2024-07-11,Dropped,2022-04-17,94.9,3.0,30.0,13.0,54.7,Final Exam,32.64,98.91,66.47,7.0,15.333333333333334,82.69,634.52,0.11538461538461539,284.70000000000005
Billy Nguyen,16.0,Non-Binary,Ncr,Limited,College,Student,Mobile,15.9,Academic Requirement,7.0,Python For Beginners,Science,Intermediate,18.0,8.0,12.0,,Dropped,2023-02-15,261.9125,18.0,35.0,11.0,148.6,Quiz,61.83,30.33,65.44,5.0,21.333333333333332,47.885,2362.74,1.0,4714.425
Tanner Brown,32.0,Female,Region Vii,Mobile,College,Employed,Tablet,10.2,Skill Upgrade,14.0,Mobile App Development,IT,Intermediate,8.0,15.0,11.0,,Dropped,2023-12-25,11.7,8.0,25.0,26.0,104.3,Assignment,54.75,48.84,77.82,4.0,19.666666666666668,63.33,1063.86,1.0,93.6
Pamela Joseph,32.0,Male,Caraga,Broadband,Graduate,Employed,Mobile,15.8,Career Change,15.0,Cloud Computing Basics,IT,Intermediate,16.0,18.0,22.0,2024-02-10,Completed,2024-11-12,47.8,2.0,27.0,15.0,69.0,Quiz,42.24,78.88,65.445,2.0,14.666666666666666,72.1625,1090.2,0.125,95.6
Mark Estrada,55.0,Male,Region Vi,Broadband,College,Employed,Desktop,19.2,Skill Upgrade,15.0,Machine Learning A-Z,Science,Intermediate,16.0,15.0,9.0,,Ongoing,2023-07-07,104.4,7.0,47.0,15.0,81.7,Quiz,66.19,84.97,69.35,4.0,23.0,77.16,1568.64,0.4375,730.8000000000001
Samuel Lowe,32.0,Non-Binary,Ncr,Broadband,Hs,Employed,Laptop,7.9,Skill Upgrade,7.0,Data Science Fundamentals,Business,Intermediate,24.0,20.0,13.0,2024-11-11,Completed,2024-07-04,74.8,21.0,10.0,29.0,117.3,Quiz,35.54,51.94,79.73,4.0,20.0,65.83500000000001,926.6700000000001,0.875,1570.8
Tracie Patterson,39.0,Female,Region Iv-A,Broadband,College,Student,Mobile,3.4,Skill Upgrade,2.0,Machine Learning A-Z,IT,Beginner,7.0,18.0,4.0,2024-09-12,Completed,2022-08-01,36.4,29.0,14.0,9.0,31.5,Quiz,32.0,90.23,63.33,5.0,17.333333333333332,76.78,107.1,1.0,1055.6
John Lloyd,50.0,Female,Region Iv-A,Broadband,Hs,Unemployed,Tablet,9.3,Academic Requirement,9.0,Digital Marketing,Arts,Beginner,30.0,12.0,12.0,2023-12-05,Completed,2022-10-07,94.9,30.0,48.0,0.0,145.7,Quiz,68.37,91.75,47.49,4.0,26.0,69.62,1355.01,1.0,2847.0
Caroline Diaz,43.0,Female,Region Viii,Mobile,Graduate,Student,Laptop,6.4,Skill Upgrade,13.0,Data Science Fundamentals,IT,Beginner,14.0,17.0,12.0,2024-04-10,Completed,2022-11-08,100.9,4.0,8.0,15.0,94.9,Quiz,53.93,85.96,62.46,-1.0,9.0,74.21,607.36,0.2857142857142857,403.6
Jonathan Smith,19.0,Female,Ncr,Limited,Graduate,Student,Mobile,18.0,Personal Interest,0.0,Cybersecurity Essentials,Science,Advanced,19.0,4.0,7.0,2023-03-03,Ongoing,2023-10-02,37.0,24.0,33.0,15.0,43.8,Assignment,45.25,74.3,41.72,1.0,24.0,58.01,788.4,1.0,888.0
None,18.0,Other,Region Iii,Mobile,Graduate,Student,Laptop,15.6,Personal Interest,2.0,Ui/Ux Design Principles,IT,Beginner,6.0,7.0,7.0,,Ongoing,2023-12-13,84.6,23.0,46.0,15.0,130.1,Final Exam,78.79,43.06,81.27,5.0,28.0,62.165,2029.56,1.0,1945.8
Timothy Perez,49.0,Female,Car,Broadband,Graduate,Employed,Desktop,1.0,Personal Interest,5.0,Mobile App Development,Science,Intermediate,24.0,5.0,21.0,,Ongoing,2022-11-12,64.8,4.0,-24.5,26.0,94.9,Quiz,63.98,69.97,76.05,5.0,1.8333333333333333,73.00999999999999,94.9,0.16666666666666666,259.2
Timothy Jones,35.5,Male,Region I,Limited,High School,Employed,Mobile,2.2,Personal Interest,11.0,Python For Beginners,Math,Intermediate,-8.5,5.0,6.0,,Ongoing,2023-04-19,42.2,8.0,11.0,17.0,27.9,Assignment,77.21,59.9,85.47,5.0,12.0,72.685,61.38,0.0,337.6
Victoria Munoz,54.0,Female,Ncr,Broadband,Graduate,Employed,Laptop,8.8,Career Change,10.0,Mobile App Development,Arts,Beginner,17.0,11.0,18.0,2023-12-05,Completed,2023-08-06,98.0,16.0,14.0,15.0,149.7,Assignment,94.34,69.95,36.6,2.0,15.0,53.275000000000006,1317.36,0.9411764705882353,1568.0
Parker Davidson,31.0,Female,Ncr,Limited,College,Unemployed,Laptop,15.0,Personal Interest,5.0,Mobile App Development,IT,Advanced,25.0,15.0,5.0,,Dropped,2024-05-03,30.5,24.0,38.0,20.0,75.0,Quiz,52.35,52.88,40.72,4.0,27.333333333333332,46.8,1125.0,0.96,732.0
Jacob Miller,48.0,Female,Region Xi,Broadband,High School,Student,Laptop,2.6,Career Change,12.0,Machine Learning A-Z,Arts,Intermediate,29.0,7.0,10.0,2023-06-02,Completed,2024-12-09,22.2,11.0,36.0,21.0,72.1,Assignment,65.33,51.34,73.14,4.0,22.666666666666668,62.24,187.45999999999998,0.3793103448275862,244.2
Elizabeth Freeman,30.0,Female,Ncr,Broadband,College,Student,Mobile,15.1,Academic Requirement,4.0,Business Analytics,IT,Intermediate,27.0,12.0,4.0,2023-10-03,Ongoing,2023-06-14,115.9,23.0,1.0,28.0,17.4,Assignment,44.05,48.99,132.58625,3.0,17.333333333333332,90.78812500000001,262.73999999999995,0.8518518518518519,2665.7000000000003
Kimberly Brown,35.5,Non-Binary,Region Xi,Mobile,College,Unemployed,Mobile,2.9,Academic Requirement,2.0,Cloud Computing Basics,Science,Advanced,18.0,10.0,13.0,,Completed,2023-12-12,70.4,17.0,3.0,28.0,180.0,Final Exam,96.44,53.93,39.61,5.0,16.0,46.769999999999996,522.0,0.9444444444444444,1196.8000000000002
Tyler Walker,30.0,Female,Ncr,Broadband,College,Student,Laptop,9.5,Skill Upgrade,4.0,Cybersecurity Essentials,IT,Intermediate,27.0,19.0,17.0,,Ongoing,2022-11-20,104.7,4.0,9.0,24.0,175.4,Assignment,61.01,92.59,49.17,1.0,12.333333333333334,70.88,1666.3,0.14814814814814814,418.8
Wendy Smith,55.0,Female,Region Vi,Mobile,College,Student,Laptop,10.5,Career Change,15.0,Mobile App Development,Arts,Beginner,25.0,15.0,8.0,2023-12-05,Completed,2022-01-31,171.5,22.0,48.0,5.0,177.6,Assignment,78.15,92.13,84.34,4.0,25.0,88.235,1864.8,0.88,3773.0
Carl Huynh,52.0,Female,Region I,Broadband,College,Student,Desktop,3.1,Career Change,7.0,Machine Learning A-Z,IT,Beginner,22.0,4.0,18.0,,Dropped,2024-08-02,60.1,23.0,9.0,20.0,132.8,Quiz,70.98,68.25,65.445,4.0,17.333333333333332,66.8475,411.68000000000006,1.0,1382.3
Timothy Tapia,45.0,Female,Region Ii,Broadband,High School,Student,Laptop,14.9,Career Change,14.0,Data Science Fundamentals,Arts,Beginner,17.0,19.0,9.0,,Completed,2023-11-18,122.1,28.0,49.0,13.0,134.1,Assignment,73.85,39.21,73.58,4.0,30.0,56.394999999999996,1998.09,1.0,3418.7999999999997
Jeffery Shaw,16.0,Male,Region Vii,Mobile,Graduate,Employed,Desktop,9.6,Academic Requirement,0.0,Cloud Computing Basics,Business,Advanced,25.0,-6.5,8.0,2023-12-05,Completed,2023-09-04,24.9,6.0,18.0,22.0,107.3,Assignment,82.45,32.51,52.6,1.0,15.333333333333334,42.555,1030.08,0.24,149.39999999999998
Jennifer Gonzalez,46.0,Other,Ncr,Broadband,College,Unemployed,Laptop,11.0,Academic Requirement,1.0,Cloud Computing Basics,IT,Intermediate,28.0,12.0,14.0,,Ongoing,2024-10-13,117.4,6.0,14.0,15.0,14.1,Quiz,81.62,73.07,33.18,3.0,11.666666666666666,53.125,155.1,0.21428571428571427,704.4000000000001
Travis Wilson,32.0,Female,Region Xi,Limited,Graduate,Employed,Laptop,1.1,Skill Upgrade,12.0,Mobile App Development,IT,Beginner,11.0,13.0,19.0,,Ongoing,2022-11-15,161.6,11.0,26.0,1.0,60.9,Assignment,65.33,70.42,94.13,1.0,12.666666666666666,82.275,66.99000000000001,1.0,1777.6
Sarah May,37.0,Non-Binary,Region Vi,Mobile,Graduate,Student,Laptop,4.6,Skill Upgrade,9.0,Ui/Ux Design Principles,Science,Beginner,13.0,18.0,15.0,2023-12-09,Dropped,2022-12-25,143.4,30.0,25.0,15.0,36.2,Assignment,81.27,84.29,91.03,5.0,23.333333333333332,87.66,166.52,1.0,4302.0
Nicholas Farmer,18.0,Other,Ncr,Limited,High School,Student,Laptop,18.7,Academic Requirement,2.0,Python For Beginners,IT,Advanced,29.0,12.0,13.0,2023-06-03,Completed,2023-08-10,64.3,4.0,10.0,0.0,105.1,Final Exam,54.52,39.91,49.83,1.0,4.666666666666667,44.87,1965.37,0.13793103448275862,257.2
Susan Davis,19.0,Male,Ncr,Limited,High School,Student,Laptop,2.0,Skill Upgrade,14.0,Business Analytics,Business,Beginner,27.0,20.0,18.0,2022-10-07,Ongoing,2024-08-17,62.8,25.0,14.0,4.0,114.9,Assignment,42.83,53.12,52.73,1.0,14.333333333333334,52.925,229.8,0.9259259259259259,1570.0
Joseph Smith,26.0,Female,Region X,Limited,High School,Unemployed,Mobile,8.7,Career Change,10.0,Data Science Fundamentals,Business,Advanced,19.0,16.0,11.0,,Dropped,2023-03-03,110.5,14.0,21.0,7.0,123.8,Final Exam,70.19,71.45,68.86,2.0,14.0,70.155,1077.06,0.7368421052631579,1547.0
Peter Miranda,22.0,Female,Region Ix,Broadband,College,Unemployed,Mobile,13.5,Career Change,0.0,Web Development Bootcamp,Science,Advanced,14.0,17.0,14.0,,Dropped,2023-12-07,109.1,17.0,8.0,1.0,268.7875,Final Exam,87.45,90.29,46.47,4.0,8.666666666666666,68.38,3628.6312500000004,1.0,1854.6999999999998
Lauren Lindsey,40.0,Male,Region I,Mobile,Graduate,Student,Mobile,11.6,Personal Interest,13.0,Web Development Bootcamp,IT,Beginner,7.0,7.0,19.0,2022-06-10,Completed,2024-05-01,161.9,30.0,11.0,13.0,86.5,Quiz,65.33,64.87,79.85,5.0,18.0,72.36,1003.4,1.0,4857.0
Matthew Rivera,52.0,Female,Ncr,Limited,Graduate,Employed,Mobile,3.7,Skill Upgrade,8.0,Data Science Fundamentals,Arts,Advanced,7.0,5.0,21.0,2023-02-10,Dropped,2024-12-31,89.7,16.0,21.0,30.0,60.1,Final Exam,94.6,80.89,34.3,2.0,22.333333333333332,57.595,222.37,1.0,1435.2
Terri Lowery,35.5,Male,Ncr,Mobile,Graduate,Student,Laptop,5.8,Skill Upgrade,7.0,Data Science Fundamentals,Math,Beginner,23.0,17.0,9.0,,Ongoing,2022-03-09,24.3,30.0,31.0,13.0,50.5,Quiz,41.71,133.78125000000003,82.88,2.0,24.666666666666668,108.33062500000001,292.9,1.0,729.0
Tiffany Matthews,50.0,Other,Region V,Broadband,Graduate,Employed,Mobile,11.1,Skill Upgrade,14.0,Ui/Ux Design Principles,Arts,Intermediate,6.0,20.0,17.0,,Completed,2022-07-21,109.3,22.0,46.0,24.0,67.4,Quiz,65.33,133.78125000000003,36.84,4.0,30.666666666666668,85.31062500000002,748.14,1.0,2404.6
Jason Key,35.5,Non-Binary,Ncr,Mobile,Graduate,Employed,Laptop,19.1,Career Change,3.0,Mobile App Development,IT,Intermediate,26.0,8.0,9.0,,Completed,2024-07-17,57.0,29.0,49.0,5.0,-57.1,Assignment,137.27875,133.78125000000003,72.72,4.0,27.666666666666668,103.25062500000001,-1090.6100000000001,1.0,1653.0
Susan Flores,29.0,Male,Ncr,Broadband,High School,Employed,Mobile,-1.7,Career Change,8.0,Python For Beginners,Arts,Beginner,25.0,4.0,12.0,2023-07-11,Ongoing,2022-01-08,169.8,14.0,46.0,25.0,48.4,Final Exam,87.26,69.71,55.12,7.0,28.333333333333332,62.41499999999999,-82.28,0.56,2377.2000000000003
Jenna Smith,37.0,Female,Region Viii,Broadband,College,Unemployed,Laptop,10.5,Personal Interest,6.0,Machine Learning A-Z,IT,Beginner,27.0,5.0,18.0,2023-12-05,Completed,2023-05-04,20.7,10.0,28.0,15.0,19.5,Quiz,58.39,75.77,95.81,5.0,17.666666666666668,85.78999999999999,204.75,0.37037037037037035,207.0
Zachary Rodriguez,35.5,Male,Region Iii,Broadband,High School,Unemployed,Tablet,1.9,Career Change,0.0,Python For Beginners,Business,Beginner,19.0,5.0,7.0,,Completed,2024-05-22,152.1,13.0,43.0,4.0,174.0,Quiz,71.52,38.45,59.06,5.0,20.0,48.755,330.59999999999997,0.6842105263157895,1977.3
Jon Hill,18.0,Non-Binary,Region X,Broadband,College,Student,Mobile,17.7,Career Change,5.0,Mobile App Development,Business,Intermediate,27.0,18.0,10.0,2023-09-07,Dropped,2023-05-05,94.9,6.0,39.0,20.0,61.2,Final Exam,46.49,67.11,55.33,5.0,21.666666666666668,61.22,1083.24,0.2222222222222222,569.4000000000001
Rebecca Johnson,29.0,Male,Ncr,Mobile,College,Unemployed,Desktop,4.4,Career Change,1.0,Business Analytics,Business,Intermediate,13.0,-6.5,5.0,,Completed,2024-09-20,22.0,15.0,20.0,23.0,65.4,Assignment,45.94,58.88,-1.7637499999999946,5.0,19.333333333333332,28.558125000000004,287.76000000000005,1.0,330.0
Brianna Wilson,55.0,Female,Region Xi,Mobile,College,Employed,Mobile,13.0,Skill Upgrade,10.0,Mobile App Development,IT,Intermediate,9.0,17.0,9.0,,Ongoing,2022-11-18,118.5,6.0,35.0,2.0,98.7,Quiz,71.41,49.54,81.53,3.0,14.333333333333334,65.535,1283.1000000000001,0.6666666666666666,711.0
Melissa Hahn,53.0,Female,Metro Manila,Mobile,College,Student,Mobile,19.8,Personal Interest,1.0,Machine Learning A-Z,Arts,Advanced,8.0,10.0,4.0,2024-12-04,Completed,2024-01-05,120.1,16.0,10.0,27.0,109.2,Assignment,84.03,58.38,55.93,1.0,17.666666666666668,57.155,2162.1600000000003,1.0,1921.6
Jessica Smith,37.0,Female,Region Iv-A,Broadband,College,Employed,Tablet,11.3,Personal Interest,2.0,Ui/Ux Design Principles,IT,Beginner,21.0,14.0,7.0,2024-11-08,Dropped,2024-01-21,261.9125,25.0,21.0,3.0,135.4,Quiz,44.69,45.78,48.72,7.0,16.333333333333332,47.25,1530.0200000000002,1.0,6547.812500000001
Rebecca Phillips,48.0,Male,Region Iii,Broadband,Graduate,Student,Desktop,18.1,Personal Interest,2.0,Digital Marketing,IT,Beginner,17.0,12.0,6.0,,Completed,2024-10-13,44.7,1.0,43.0,4.0,81.4,Quiz,137.27875,88.45,53.51,3.0,16.0,70.98,1473.3400000000001,0.058823529411764705,44.7
Jonathan Smith,51.0,Female,Region Vi,Mobile,College,Student,Laptop,5.3,Skill Upgrade,1.0,Business Analytics,Science,Beginner,24.0,20.0,9.0,2022-11-11,Completed,2022-03-26,107.7,12.0,35.0,21.0,68.5,Final Exam,98.28,64.89500000000001,95.17,4.0,22.666666666666668,80.0325,363.05,0.5,1292.4
None,50.0,Female,Region I,Broadband,College,Unemployed,Laptop,19.4,Academic Requirement,4.0,Digital Marketing,Business,Advanced,8.0,4.0,21.0,,Completed,2024-07-02,65.5,7.0,14.0,24.0,13.8,Assignment,77.39,98.31,64.33,5.0,15.0,81.32,267.71999999999997,0.875,458.5
Jessica Mason,25.0,Female,Region Xi,Broadband,College,Student,Laptop,7.6,Personal Interest,2.0,Digital Marketing,IT,Intermediate,30.0,8.0,17.0,,Ongoing,2022-06-26,61.5,17.0,4.0,18.0,25.0,Quiz,59.02,79.72,39.58,4.0,13.0,59.65,190.0,0.5666666666666667,1045.5
Matthew Rivera,35.0,Female,Region Iii,Limited,Graduate,Employed,Laptop,10.5,Skill Upgrade,9.0,Digital Marketing,IT,Beginner,26.0,16.0,24.0,2022-02-09,Ongoing,2022-05-17,71.5,14.0,40.0,22.0,73.4,Quiz,89.17,34.1,91.48,7.0,25.333333333333332,62.790000000000006,770.7,0.5384615384615384,1001.0
Thomas Fields,76.0,Female,Region I,Mobile,Graduate,Student,Laptop,12.9,Academic Requirement,5.0,Ui/Ux Design Principles,IT,Intermediate,13.0,14.0,22.0,2023-12-05,Ongoing,2023-07-31,92.4,30.0,13.0,7.0,145.2,Final Exam,88.2,67.25,82.94,4.0,16.666666666666668,75.095,1873.08,1.0,2772.0
Jason Gomez,17.0,Female,Region Ii,Broadband,High School,Employed,Tablet,10.9,Skill Upgrade,7.0,Data Science Fundamentals,Business,Beginner,27.0,10.0,10.0,2022-10-06,Completed,2022-08-17,141.7,2.0,2.0,16.0,89.7,Quiz,34.64,82.82,94.41,2.0,6.666666666666667,88.615,977.73,0.07407407407407407,283.4
Jeremy York,25.0,Female,Region Vi,Broadband,College,Student,Desktop,15.8,Personal Interest,2.0,Mobile App Development,IT,Beginner,21.0,9.0,9.0,2022-09-01,Completed,2023-03-15,154.7,23.0,28.0,3.0,70.3,Quiz,66.0,83.3,62.61,4.0,18.0,72.955,1110.74,1.0,3558.1
Amanda Moyer,18.0,Male,Ncr,Broadband,College,Employed,Tablet,15.0,Personal Interest,7.0,Business Analytics,Science,Beginner,7.0,18.0,15.0,2024-03-10,Dropped,2024-06-16,125.0,13.0,37.0,23.0,-77.31250000000003,Quiz,53.7,99.35,88.67,3.0,24.333333333333332,94.00999999999999,-1159.6875000000005,1.0,1625.0
Susan Keller,33.0,Non-Binary,Ncr,Broadband,College,Unemployed,Laptop,12.5,Personal Interest,8.0,Digital Marketing,IT,Beginner,13.0,10.0,14.0,,Ongoing,2022-02-24,75.0,5.0,39.0,2.0,98.4,Assignment,44.14,64.32,54.05,3.0,15.333333333333334,59.184999999999995,1230.0,0.38461538461538464,375.0
Veronica Gallagher,43.0,Male,Region Xi,Broadband,College,Employed,Desktop,10.5,Academic Requirement,9.0,Web Development Bootcamp,Arts,Intermediate,9.0,15.0,7.0,2024-01-10,Ongoing,2024-08-20,155.2,13.0,37.0,19.0,140.3,Quiz,65.33,88.59,65.445,3.0,23.0,77.0175,1473.15,1.0,2017.6
Trevor Sanchez,38.0,Male,Region I,Broadband,College,Employed,Mobile,6.9,Academic Requirement,2.0,Data Science Fundamentals,Business,Beginner,5.0,4.0,17.0,2024-12-05,Ongoing,2024-08-19,177.6,13.0,6.0,3.0,45.0,Assignment,76.72,50.97,44.12,1.0,7.333333333333333,47.545,310.5,1.0,2308.7999999999997
Christopher Mitchell,76.0,Female,Region Xii,Mobile,Graduate,Employed,Mobile,14.6,Academic Requirement,10.0,Mobile App Development,Arts,Intermediate,18.0,5.0,13.0,2023-07-09,Ongoing,2023-10-04,78.4,15.0,35.0,0.0,97.8,Assignment,44.91,81.95,95.6,5.0,16.666666666666668,88.775,1427.8799999999999,0.8333333333333334,1176.0
Angela King,19.0,Female,Region Iv-A,Mobile,College,Student,Mobile,14.0,Personal Interest,13.0,Data Science Fundamentals,IT,Beginner,18.0,12.0,12.0,,Completed,2022-11-04,51.7,15.0,27.0,15.0,37.1,Quiz,85.28,68.55,32.96,7.0,19.0,50.754999999999995,519.4,0.8333333333333334,775.5
