student_name,age,gender,region,internet_access_type,education_level,employment_status,device_type,weekly_study_hours,learning_goal,prior_courses_completed,course_name,course_category,difficulty_level,total_modules,total_quizzes,course_duration_weeks,enrollment_date,completion_status,login_date,session_duration_minutes,modules_accessed,videos_watched,total_posts,avg_session_duration,assessment_type,score_obtained,quiz_avg_score,assignment_avg_score,satisfaction_rating
Timothy Jones,,Male,Region I,Limited,High School,Employed,mobile,2.2,Personal Interest,11,Python for Beginners,Math,Intermediate,-21,5,6,29/11/2024,In-progress,19/04/2023,42.2,8,11,17,27.9,Assignment,77.21,59.9,85.47,5
Victoria Munoz,54,Female,,Broadband,Graduate,Employed,Laptop,8.8,Career change or promotion,10,Mobile App Development,Arts,Beginner,17,11,18,,Completed,06/08/2023,98,,14,,149.7,Assignment,94.34,69.95,36.6,2
Parker Davidson,31,Female,NCR,Limited,College,Unemployed,Laptop,15,Personal Interest,5,Mobile App Development,IT,Advanced,25,15,5,16/11/2023,Dropped,03/05/2024,30.5,24,38,20,75,Quiz,52.35,52.88,40.72,4
Jacob Miller,48,Female,Region XI,Broadband,High School,Student,Laptop,2.6,Career Change,12,Machine Learning A-Z,Arts,Intermediate,29,7,10,06/02/2023,Completed - No Certificate,09/12/2024,22.2,11,36,21,72.1,Assignment,,51.34,73.14,4
Elizabeth Freeman,30,Female,NCR,WiFi,COLLEGE,Student,Mobile,15.1,Academic Requirement,4,Business Analytics,IT,Intermediate,27,12,4,10/03/2023,Ongoing,14/06/2023,115.9,23,1,28,17.4,Assignment,44.05,48.99,9039.04,3
Kimberly Brown,,non-binary,Region XI,Mobile,College,Unemployed,MOBILE,2.9,Academic Requirement,2,Cloud Computing Basics,Science,Advanced,,10,13,16/03/2024,Completed,12/12/2023,70.4,17,3,28,180,Final Exam,96.44,53.93,39.61,5
Tyler Walker,30,FEMALE,NCR,Broadband,College,student,Laptop,9.5,skill upgrade,4,Cybersecurity Essentials,IT,Intermediate,27,19,17,25/10/2022,Ongoing,20/11/2022,104.7,4,9,24,175.4,Assignment,61.01,92.59,49.17,1
Wendy Smith,55,F,Region VI,mobile,College,student,Laptop,,Career Change,15,Mobile App Development,Arts,BEGINNER,25,15,8,,n/a,31/01/2022,171.5,22,48,5,177.6,Assignment,78.15,92.13,84.34,4
Carl Huynh,52,female,Region I,BROADBAND,,Student,Desktop,3.1,Career Change,7,Machine Learning A-Z,Programming,Beginner,22,4,18,16/09/2023,Dropped,02/08/2024,60.1,23,9,20,132.8,,70.98,68.25,,4
Timothy Tapia,45,Female,Region II,broadband,HIGH SCHOOL,Student,LAPTOP,14.9,CAREER CHANGE,14,Data Science Fundamentals,Arts,BEGINNER,17,19,9,19/02/2024,Completed,18/11/2023,122.1,28,49,13,134.1,Assignment,73.85,39.21,73.58,4
Jeffery Shaw,16,male,Region VII,Mobile,Graduate,EMPLOYED,Desktop,9.6,Academic Requirement,0,Cloud Computing Basics,Business,Advanced,25,-9,8,,Completed,04/09/2023,24.9,6,18,22,107.3,Assignment,82.45,32.51,52.6,1
Jennifer Gonzalez,46,Prefer not to say,ncr,Broadband,College,Unemployed,Laptop,11,Academic Requirement,1,Cloud Computing Basics,IT,Intermediate,28,12,14,26/12/2023,Ongoing,13/10/2024,117.4,6,14,,14.1,Quiz,81.62,73.07,33.18,
Travis Wilson,32,Female,Region XI,Limited,Graduate,Employed,,1.1,Skill Upgrade,12,Mobile App Development,IT,Beginner,11,13,19,14/03/2022,Ongoing,15/11/2022,161.6,11,26,1,60.9,Assignment,,70.42,94.13,1
Sarah May,37,Non-binary,Region VI,Mobile,Graduate,student,Laptop,4.6,Earn a certificate,9,UI/UX Design Principles,DATA SCIENCE,Beginner,13,18,15,12/09/2023,Dropped,25/12/2022,143.4,30,,15,36.2,Assignment,81.27,84.29,91.03,5
Nicholas Farmer,18,Other,ncr,Limited,High School,Student,Laptop,18.7,Academic Requirement,2,Python for Beginners,IT,Advanced,29,,13,06/03/2023,Completed,10/08/2023,64.3,4,10,0,105.1,Final Exam,54.52,39.91,49.83,1
Susan Davis,19,male,,limited,High School,Student,Laptop,2,Skill Upgrade,14,Business Analytics,Business,Beginner,27,20,18,10/07/2022,In-progress,17/08/2024,62.8,25,14,4,114.9,Assignment,42.83,53.12,52.73,1
Joseph Smith,26,Female,Region X,Limited,High School,Unemployed,Mobile,8.7,Career Change,10,Data Science Fundamentals,Business,Advanced,19,16,11,14/09/2024,Dropped,03/03/2023,110.5,14,21,7,123.8,exam,70.19,71.45,68.86,2
Peter Miranda,22,F,Region IX,Broadband,College,Unemployed,mobile,13.5,Career Change,0,Web Development Bootcamp,Science,Advanced,14,17,14,16/09/2023,Dropped,07/12/2023,109.1,17,8,1,10330,Final Exam,87.45,90.29,46.47,4
Lauren Lindsey,40,Male,Region I,Mobile,Graduate,Student,Mobile,11.6,Personal Interest,13,Web Development Bootcamp,IT,Beginner,7,7,19,06/10/2022,completed,01/05/2024,161.9,30,11,13,86.5,Quiz,,64.87,79.85,5
Matthew Rivera,52,Female,NCR,Limited,Graduate,Working professional,Mobile,3.7,Earn a certificate,8,Data Science Fundamentals,Arts,Advanced,7,5,21,02/10/2023,Dropped,31/12/2024,89.7,16,21,30,60.1,final exam,94.6,80.89,34.3,2
Terri Lowery,,male,NCR,Mobile,Graduate,Student,Laptop,5.8,Skill Upgrade,,Data Science Fundamentals,Math,Beginner,23,17,9,29/04/2023,Ongoing,09/03/2022,24.3,30,31,13,50.5,quiz,41.71,3823.99,82.88,2
Tiffany Matthews,50,Prefer not to say,Region V,Broadband,Graduate,Employed,Mobile,11.1,Skill Upgrade,14,UI/UX Design Principles,Arts,intermediate,6,20,17,13/07/2023,Completed,21/07/2022,109.3,22,46,24,67.4,Quiz,,1896.58,36.84,4
Jason Key,,Non-binary,NCR,Mobile,Graduate,EMPLOYED,Laptop,19.1,CAREER CHANGE,3,Mobile App Development,IT,Intermediate,26,8,9,14/08/2024,Completed,17/07/2024,57,29,49,5,-57.1,Assignment,2291.47,1486.1,72.72,4
Susan Flores,29,Male,,Broadband,HIGH SCHOOL,Employed,Mobile,-1.7,Career change or promotion,8,Python for Beginners,Arts,Beginner,25,4,12,07/11/2023,Ongoing,08/01/2022,169.8,14,46,25,48.4,final exam,87.26,69.71,55.12,368
Jenna Smith,37,Female,Region VIII,N/A,College,unemployed,Laptop,,Personal Interest,6,Machine Learning A-Z,IT,beginner,27,5,18,,Completed,04/05/2023,20.7,10,28,,19.5,Quiz,58.39,75.77,95.81,5
Zachary Rodriguez,,Male,Region III,broadband,High School,Unemployed,Tablet,1.9,Career Change,0,Python for Beginners,Business,Beginner,19,5,7,28/03/2023,Completed,22/05/2024,152.1,13,43,4,174,Quiz,71.52,38.45,59.06,5
Jon Hill,18,Non-binary,Region X,Broadband,N/A,Student,Mobile,17.7,Career Change,5,Mobile App Development,Business,Intermediate,27,18,10,09/07/2023,Dropped,05/05/2023,,6,39,20,61.2,Final Exam,46.49,67.11,55.33,5
Rebecca Johnson,29,Male,NCR,Mobile,college,Unemployed,Desktop,4.4,Career Change,1,Business Analytics,Business,Intermediate,13,-17,5,27/12/2022,Completed,20/09/2024,22,15,20,23,65.4,Assignment,45.94,58.88,-92.4,5
Brianna Wilson,55,Female,Region XI,Mobile,College,Working professional,Mobile,13,Skill Upgrade,10,Mobile App Development,IT,Intermediate,9,17,9,27/03/2023,Ongoing,18/11/2022,118.5,6,35,2,98.7,Quiz,71.41,49.54,81.53,3
Melissa Hahn,53,FEMALE,METRO MANILA,Mobile,College,Student,Mobile,19.8,Personal Interest,1,Machine Learning A-Z,Arts,advanced,8,10,4,12/04/2024,Completed,05/01/2024,120.1,16,10,27,109.2,Assignment,84.03,58.38,55.93,1
Jessica Smith,37,Female,Region IV-A,WiFi,College,Working professional,Tablet,11.3,personal interest,2,UI/UX Design Principles,Programming,Beginner,21,14,7,11/08/2024,Dropped,21/01/2024,10500,25,21,3,135.4,QUIZ,44.69,45.78,48.72,171
Rebecca Phillips,48,Male,Region III,BROADBAND,Graduate,Student - full time,Desktop,18.1,Personal Interest,2,Digital Marketing,IT,Beginner,17,12,6,20/07/2023,Completed,13/10/2024,44.7,1,43,4,81.4,Quiz,1965.99,88.45,53.51,3
Jonathan Smith,51,Female,Region VI,Mobile,College,Student,Laptop,5.3,Skill Upgrade,1,Business Analytics,Science,Beginner,24,20,9,11/11/2022,Completed,26/03/2022,107.7,12,35,21,68.5,Final Exam,98.28,,95.17,4
none,50,Female,Region I,BROADBAND,College,Unemployed,Laptop,19.4,Academic Requirement,4,Digital Marketing,Business,advanced,8,4,21,20/02/2022,Completed,02/07/2024,65.5,7,14,24,13.8,Assignment,77.39,98.31,64.33,5
Jessica Mason,25,Female,Region XI,Broadband,College,Student,Laptop,7.6,Personal Interest,2,Digital Marketing,Programming,Intermediate,30,8,17,28/04/2024,Ongoing,26/06/2022,61.5,17,4,18,25,Quiz,59.02,79.72,39.58,4
Matthew Rivera,35,Female,Region III,Limited,GRADUATE,Employed,Laptop,,Skill Upgrade,9,Digital Marketing,IT,beginner,26,16,24,02/09/2022,Ongoing,17/05/2022,71.5,14,40,22,73.4,Quiz,89.17,34.1,91.48,112
Thomas Fields,1786,female,Region I,Mobile,Graduate,Student,,12.9,Academic Requirement,5,UI/UX Design Principles,Information Technology,Intermediate,13,14,22,,Ongoing,31/07/2023,92.4,30,13,7,145.2,final exam,88.2,67.25,82.94,4
Jason Gomez,17,Female,Region II,Broadband,High School,Employed,Tablet,10.9,Skill Upgrade,,Data Science Fundamentals,Business,Beginner,27,10,10,10/06/2022,n/a,17/08/2022,141.7,2,2,16,89.7,Quiz,34.64,82.82,94.41,2
JEREMY YORK,25,Female,Region VI,Broadband,College,Student,Desktop,15.8,Personal Interest,2,Mobile App Development,,Beginner,21,9,9,09/01/2022,Completed,15/03/2023,154.7,23,28,3,70.3,Quiz,66,83.3,62.61,4
Amanda Moyer,18,male,NCR,Broadband,College,Employed,Tablet,15,Personal Interest,7,Business Analytics,Science,Beginner,7,18,15,03/10/2024,Dropped,16/06/2024,125,13,37,23,-176.2,Quiz,53.7,99.35,88.67,3
Susan Keller,33,Non-binary,n/a,Broadband,College,Unemployed,laptop,12.5,Personal Interest,8,Digital Marketing,IT,Beginner,13,10,,19/04/2022,Ongoing,24/02/2022,75,5,39,2,98.4,Assignment,44.14,64.32,54.05,
Veronica Gallagher,43,Male,Region XI,Broadband,College,Employed,Desktop,,Academic Requirement,9,Web Development Bootcamp,Arts,Intermediate,9,15,7,01/10/2024,ongoing,20/08/2024,155.2,13,37,19,140.3,Quiz,,88.59,,3
Trevor Sanchez,38,Male,Region I,Broadband,College,Employed,mobile,6.9,academic requirement,2,Data Science Fundamentals,Business,Beginner,5,4,17,12/05/2024,In-progress,19/08/2024,177.6,13,6,3,45,project,76.72,50.97,44.12,1
Christopher Mitchell,2656,Female,Region XII,Mobile,Graduate,Freelancer,Mobile,14.6,Academic Requirement,10,Mobile App Development,Arts,Intermediate,18,5,13,07/09/2023,Ongoing,04/10/2023,78.4,15,35,0,97.8,Assignment,44.91,81.95,95.6,5
Angela King,19,Female,Region IV-A,Mobile,College,Student,smartphone,14,Personal Interest,13,Data Science Fundamentals,it,Beginner,18,12,12,29/04/2023,Completed,04/11/2022,51.7,15,27,,37.1,Quiz,85.28,68.55,32.96,20
James Ross,20,Female,METRO MANILA,Broadband,college,EMPLOYED,Mobile,8.5,Career Change,7,Cloud Computing Basics,IT,Advanced,26,19,6,08/09/2022,Dropped,06/11/2023,135.3,24,27,3,174.9,Quiz,7051.2,56.23,52.15,2
Tonya Hudson,39,Female,CAR,Broadband,High School,unemployed,Tablet,1.7,Career Change,7,Machine Learning A-Z,Business,beginner,27,6,11,,Dropped,08/06/2023,169.2,10,10,20,148.1,Quiz,-49.18,84.56,81.59,3
Eric Powell,32,Female,Region IV-A,mobile,COLLEGE,Unemployed,Phone,7.2,N/A,1,Web Development Bootcamp,it,Intermediate,30,3,24,18/06/2022,Completed,23/11/2024,140.5,5,43,30,91.3,Quiz,42.14,52.93,35.91,4
Scott Romero,17,Non-binary,Region X,broadband,College,Student,Desktop,4.8,Skill Upgrade,1,Machine Learning A-Z,Math,Intermediate,9,14,22,12/12/2024,Dropped,09/10/2024,131.3,28,17,15,83.3,Quiz,99.66,77.4,58.6,3
Adrian Rodriguez,31,Prefer not to say,Region I,Broadband,High School,Student,Desktop,3.5,academic requirement,12,Machine Learning A-Z,DATA SCIENCE,Intermediate,28,5,5,26/04/2023,Dropped,,95.8,13,8,544,54.2,Assignment,91.45,52.21,39.93,1
Dawn Baker,33,Female,Region XI,Broadband,Graduate,Part-time,Laptop,10.8,Skill Upgrade,10,Digital Marketing,,Beginner,22,17,8,,Completed,01/12/2022,84.2,30,28,22,87.8,exam,90.68,36.55,42.65,5
Tina Burns,53,Male,Region III,N/A,Graduate,Student,Laptop,18.5,Personal Interest,3,Python for Beginners,Business,intermediate,26,14,7,,Dropped,09/09/2024,172.4,1,2,30,171.1,Final Exam,39.05,86.11,85.87,5
William Clark,32,,ncr,Broadband,High School,Student,Laptop,4.1,Skill Upgrade,4,Digital Marketing,Science,basic,30,7,7,15/11/2024,Dropped,05/03/2024,105.7,25,23,13,25.8,Assignment,77.35,79.95,66.91,1
Martha Cox,46,Male,Region II,Broadband,College,Unemployed,Laptop,125.4,Career Change,3,Machine Learning A-Z,IT,Intermediate,26,11,22,,Completed - No Certificate,05/08/2024,41,3,45,18,138.8,Quiz,53.89,86.7,35.48,3
Kimberly Sanchez,,Male,NCR,Mobile,college,Unemployed,Desktop,14.1,Earn a certificate,15,Mobile App Development,Science,advanced,26,15,6,29/01/2022,Completed,21/01/2023,45.6,21,40,17,61.2,Assignment,59.53,93.17,61.17,1
Anthony Martinez,34,Female,NCR,Broadband,High School,Student,mobile,17.1,Personal Interest,15,Mobile App Development,Cybersecurity,Advanced,854,18,23,26/09/2024,Completed,,108,9,26,3,169.6,QUIZ,60.54,80.83,60.67,5
Patrick Barron,45,Female,Region V,BROADBAND,College,Employed,desktop,13.4,Personal Interest,5,Business Analytics,Information Technology,basic,7,7,9,26/07/2022,Ongoing,14/09/2023,104.7,12,22,5,,Quiz,53.64,45.87,64.05,3
Joseph Garcia,33,Prefer not to say,ncr,Limited,Graduate,Student - full time,Mobile,14.4,Personal Interest,14,Data Science Fundamentals,IT,,24,6,5,09/12/2022,Completed,11/01/2024,59.7,17,6,11,33.4,Assignment,97.87,30.46,63.16,-2
Marcus Pierce,42,non binary,Region VII,Mobile,Highschool,Freelancer,Desktop,9,Personal Interest,13,Digital Marketing,Arts,intermediate,16,17,4,25/11/2024,Completed,24/11/2023,176.9,2,2,20,107.7,exam,85.93,98.09,92,3
Anna Gibbs,16,female,Region X,Mobile,graduate,Employed,Desktop,13.2,Academic Requirement,14,Machine Learning A-Z,,Beginner,14,20,8,05/08/2023,Ongoing,02/10/2023,138.7,1,34,7,61.7,Assignment,2150.61,48.18,38.67,1
Pamela Young,45,Female,Region XII,wifi,Graduate,Unemployed,LAPTOP,18,Academic Requirement,7,Business Analytics,science,,27,7,20,04/08/2022,Ongoing,30/01/2023,71.4,23,26,1,32.1,Quiz,55.85,71.18,57.63,4
Haley Griffin,47,Female,CAR,Mobile,High School,Unemployed,Mobile,10.2,CAREER CHANGE,3,Digital Marketing,Arts,Beginner,28,20,7,16/04/2024,Dropped,17/08/2023,36.1,12,,4,5399.8,Assignment,45.09,64.22,54.41,4
Laurie Manning,37,male,CARAGA,mobile data,Graduate,Student,N/A,3.6,N/A,14,Web Development Bootcamp,Cybersecurity,Intermediate,7,16,16,04/04/2022,Dropped,23/07/2023,157.2,19,49,17,119.5,Final Exam,67.93,97.01,82.54,1
Amanda Hendricks,17,Male,Region VII,BROADBAND,Graduate,Employed,Mobile,16.3,Personal Interest,1,Python for Beginners,Business,Intermediate,10,19,12,23/07/2022,Dropped,22/10/2022,140.6,14,3,10,131.3,Quiz,52.4,52.7,87.94,2
Jesse Kelly,47,male,Region XI,Mobile,College,Student,Laptop,9.8,Personal Interest,0,Cybersecurity Essentials,IT,Intermediate,22,6,21,15/09/2022,Dropped,02/07/2024,118.1,5,10,17,173.4,Quiz,30.07,88.06,,4
Jose Obrien,40,Non-binary,Region VII,Limited,Graduate,Employed,Mobile,4.1,Career Change,9,Data Science Fundamentals,IT,INTERMEDIATE,22,16,20,14/10/2023,Dropped,20/06/2023,130.3,22,21,30,12.7,quiz,94.56,,42.15,4
Lori Frederick,20,non binary,Region IV-A,limited,High School,Employed,Laptop,16.7,Skill Upgrade,0,UI/UX Design Principles,IT,Intermediate,5,3,15,13/09/2023,Completed,25/04/2023,,16,45,0,149.6,Assignment,69.84,68.62,69.6,5
Cassandra Turner,20,FEMALE,BARMM,Mobile,Graduate,Freelancer,Laptop,4.6,academic requirement,8,Digital Marketing,IT,Intermediate,25,4,14,13/04/2024,ongoing,27/11/2024,71.5,29,3,13,63.8,Assignment,35.73,31.78,98.47,1
Henry Dyer,-35,Non-binary,NCR,Mobile,Graduate,Employed,Mobile,12.3,Skill Upgrade,8,Digital Marketing,Business,Intermediate,6,19,6,17/06/2024,completed,03/07/2024,343,13,-44,4,12883.2,quiz,60.23,1966.78,58.12,4
Raymond Johnson,,Female,Region IV-A,Broadband,Graduate,employed,Mobile,7.5,Career Change,14,Mobile App Development,IT,Beginner,,5,10,16/09/2022,Completed,29/12/2023,133.2,8,-2,9,97.2,Assignment,51.78,84.28,51.61,3
Don Cox,1850,MALE,BARMM,Mobile,College,Employed,Laptop,19.6,Skill Upgrade,2,Digital Marketing,Information Technology,advanced,19,13,22,06/09/2023,Completed,03/08/2022,,8,40,7,46.2,N/A,96.68,81.81,42.9,
Nicholas Howard,23,Female,Region VII,broadband,Graduate,Part-time,Laptop,,Skill Upgrade,9,Business Analytics,Cybersecurity,Beginner,15,10,4,21/06/2023,Completed,09/10/2022,143.9,30,29,25,39.1,Final Exam,91.72,34.58,94.69,2
Jeffrey Jackson,54,Non-binary,Region VII,Mobile,Undergraduate,employed,Tablet,4.6,Career Change,10,Business Analytics,IT,Advanced,23,9,19,13/05/2022,Dropped,08/11/2024,98.2,23,44,30,55.6,Final Exam,75.48,92.64,46.41,4
Charles Swanson,39,Male,NCR,WiFi,High School,Employed,Desktop,10.9,Career Change,14,UI/UX Design Principles,Science,Intermediate,19,14,14,20/02/2022,Completed,28/06/2023,-71,27,34,25,48.7,Assignment,32.68,43.77,51.19,3
Valerie Yoder,50,Male,Region IX,Broadband,College,Employed,Laptop,19,Earn a certificate,0,Cloud Computing Basics,,Beginner,17,9,20,17/08/2024,Dropped,29/11/2023,63.2,25,26,14,15.1,Quiz,51.39,64.99,54.83,4
James Townsend,50,M,NCR,Limited,,Student,Mobile,3.9,Skill Upgrade,12,Cybersecurity Essentials,Science,Beginner,22,18,22,16/09/2023,Completed,,127.1,6,24,7,99.1,Assignment,66.3,90.18,40.99,5
Amanda Jones,29,Male,Region XI,Broadband,graduate,Student - full time,Desktop,4,Skill Upgrade,6,Digital Marketing,Business,Beginner,5,17,16,21/05/2023,Ongoing,02/10/2024,107.9,10,29,26,60.6,Quiz,59.05,73.24,56.93,5
Melissa Hood,31,Male,Region XI,broadband,Graduate,Employed,laptop,18.4,Career change or promotion,6,Machine Learning A-Z,,Advanced,8,5,20,30/10/2023,Completed,02/06/2023,,21,47,10,155.5,Quiz,47.54,39.55,62.5,1
Elizabeth Miller,44,Female,CARAGA,Mobile,College,Student,Tablet,2.9,Academic Requirement,12,Python for Beginners,Information Technology,Intermediate,9,8,5,26/12/2024,In-progress,08/04/2022,148,23,6,9,6478.6,N/A,44.12,93.61,,1
Melissa Valdez,20,Male,Region XII,limited,College,Working professional,Mobile,1.8,Skill Upgrade,10,Cybersecurity Essentials,Math,Beginner,22,16,10,25/10/2023,Dropped,,46.2,22,41,1,47.2,Final Exam,64.97,79.88,94.56,3
Joshua Thomas,40,,Region II,Mobile,College,Student,mobile,15.5,skill upgrade,15,Python for Beginners,Math,Advanced,19,10,4,12/09/2022,Completed - No Certificate,27/05/2024,6577.8,16,9,,167,Assignment,81.75,49.47,83.23,4
Sean Cooper,30,Female,Region XI,Broadband,College,Unemployed,Mobile,18.2,Skill Upgrade,7,Machine Learning A-Z,Arts,Intermediate,10,3,19,30/01/2023,Completed,23/02/2023,39.5,26,15,13,62.9,Quiz,59.68,51.22,97.74,-4
Miguel Nash,26,Female,Region III,mobile,GRADUATE,Employed,N/A,4,Personal Interest,0,Machine Learning A-Z,IT,Inter,14,7,9,07/08/2024,Dropped,08/02/2024,91.7,23,9,,95.1,Assignment,58.32,57.63,56.88,-5
Terry Evans,23,FEMALE,Region VII,Mobile,Undergraduate,Employed,Laptop,15.7,Skill Upgrade,15,UI/UX Design Principles,DATA SCIENCE,Beginner,25,16,11,11/01/2024,ongoing,27/02/2022,119.7,15,9,19,122.6,Quiz,83.97,94.18,71.03,5
Sara Parker,43,Female,Region III,Limited,college,Employed,Tablet,6.9,Career change or promotion,2,Mobile App Development,,Intermediate,9,9,16,14/01/2022,Ongoing,04/01/2022,141.5,14,46,5,129.7,Quiz,65.18,69.7,44.07,2
Monica Bartlett,55,Non-binary,Region VII,Mobile,College,Student,Laptop,-3.4,Career Change,7,Data Science Fundamentals,IT,Beginner,13,3,5,05/12/2024,Dropped,01/12/2024,139.4,16,38,11,68.3,Quiz,95.87,3106.95,91.12,1
Daniel Hoover,,Male,ncr,Limited,College,Working professional,N/A,16.5,Academic Requirement,15,Cybersecurity Essentials,IT,beginner,,14,14,24/04/2023,Dropped,16/06/2022,169.6,16,44,23,113.2,Final Exam,91.34,,-64.85,5
Angela Andrews,44,male,Region I,Limited,College,Employed,Laptop,4.2,academic requirement,2,Python for Beginners,IT,Intermediate,17,10,19,10/09/2022,Ongoing,04/10/2024,127.6,30,-38,10,132,Assignment,75.77,97.64,46.34,-3
Chelsea Miller,53,N/A,n/a,Mobile,Graduate,Employed,Mobile,17.2,Academic Requirement,0,Mobile App Development,Arts,Beginner,17,13,8,31/03/2023,Completed,01/08/2024,148.7,8,29,9,123.1,QUIZ,32.4,65.17,49.14,5
Patrick Francis,2080,Male,CAR,BROADBAND,College,Freelancer,Laptop,457.6,Personal Interest,12,Web Development Bootcamp,IT,Advanced,17,18,16,17/12/2024,Dropped,04/02/2023,103.2,11,37,1,130.6,Quiz,70.4,63.77,44.68,2
Amy Hanson,52,Male,Region XI,Broadband,college,Student,Mobile,2.8,Skill Upgrade,1,Cloud Computing Basics,business,Intermediate,23,7,16,01/09/2022,Ongoing,12/09/2023,172.3,13,50,2,157,Assignment,74.26,30.81,38.54,5
Stephanie Deleon,52,Prefer not to say,Region VIII,Mobile,Graduate,Student,Laptop,10.2,Personal Interest,9,Data Science Fundamentals,Business,Beginner,27,20,4,21/12/2024,Ongoing,12/09/2022,45.3,4,38,0,146.1,Quiz,70.26,36.15,-82.71,1
Natasha Price,26,non-binary,NCR,Broadband,College,Student,Desktop,18.2,Academic Requirement,14,Digital Marketing,Information Technology,Intermediate,21,14,20,22/07/2022,Completed,,34.1,7,38,18,31.8,Quiz,68.49,75.48,61.92,4
Caitlin Clark,20,Female,Region I,MOBILE,high school,Student,LAPTOP,8.1,Academic Requirement,5,Web Development Bootcamp,Business,,18,10,7,13/04/2024,completed,02/07/2022,66.7,28,,12,47.8,Quiz,42.3,51.46,64.27,5
Michael Dunn,22,Male,Region XI,WiFi,College,Student,Laptop,16.3,Academic Requirement,12,Web Development Bootcamp,Business,Beginner,26,7,8,02/07/2023,In-progress,29/01/2024,52.3,23,28,25,58.8,Final Exam,95.92,86.98,90.05,4
Steven Barry,20,Male,Region VII,Limited,High School,Student,smartphone,6.4,Career Change,13,Web Development Bootcamp,Arts,Intermediate,21,20,,25/01/2023,Completed - No Certificate,15/01/2022,129.4,8,42,26,170.6,Quiz,72.52,77.22,66.65,1
Kathleen Travis,19,Female,Region VII,Broadband,High School,Employed,desktop,5.7,none,3,Digital Marketing,Business,Intermediate,,15,13,21/11/2024,Completed,06/08/2024,1542,20,19,0,132.8,Quiz,37.09,35.93,40.76,
Paul Richardson,30,Female,Region XI,Broadband,College,Student,Desktop,16.4,Personal Interest,14,UI/UX Design Principles,Programming,Intermediate,5,9,-13,19/03/2024,Dropped,06/03/2022,43.8,22,7,17,125.9,project,83.51,65.13,89.01,1
Kristopher Peterson,38,,Region II,Broadband,High School,Student - full time,Laptop,9.2,Career Change,13,Business Analytics,Arts,Beginner,29,7,9,24/08/2022,In-progress,22/05/2023,83,26,44,19,178.7,quiz,40.41,58.09,43.45,1
